"","V3","V2.x","V2.y","V2.x.x","V5","V1","V2.y.y"
"1262","26108-1308",2022,2023,2024,"26108","261084"," 京都市右京区"
"1263","26109-1310",2022,2023,2024,"26109","261092"," 京都市伏見区"
"1264","26110-1300",2022,2023,2024,"26110","261106"," 京都市山科区"
"1265","26111-1308",2022,2023,2024,"26111","261114"," 京都市西京区"
"1266","26201-1305",2022,2023,2024,"26201","262013"," 福知山市"
"1267","26202-1304",2022,2023,2024,"26202","262021"," 舞鶴市"
"1268","26203-1305",2022,2023,2024,"26203","262030"," 綾部市"
"1269","26204-1328",2022,2023,2024,"26204","262048"," 宇治市"
"1270","26205-1302",2022,2023,2024,"26205","262056"," 宮津市"
"1271","26206-1301",2022,2023,2024,"26206","262064"," 亀岡市"
"1272","26207-1328",2022,2023,2024,"26207","262072"," 城陽市"
"1273","26208-1308",2022,2023,2024,"26208","262081"," 向日市"
"1274","26209-1308",2022,2023,2024,"26209","262099"," 長岡京市"
"1275","26210-1328",2022,2023,2024,"26210","262102"," 八幡市"
"1276","26211-1328",2022,2023,2024,"26211","262111"," 京田辺市"
"1277","26212-1303",2022,2023,2024,"26212","262129"," 京丹後市"
"1278","26213-1301",2022,2023,2024,"26213","262137"," 南丹市"
"1279","26214-1312",2022,2023,2024,"26214","262145"," 木津川市"
"1280","26303-1308",2022,2023,2024,"26303","263036"," 大山崎町"
"1281","26322-1328",2022,2023,2024,"26322","263222"," 久御山町"
"1282","26343-1328",2022,2023,2024,"26343","263435"," 井手町"
"1283","26344-1328",2022,2023,2024,"26344","263443"," 宇治田原町"
"1284","26364-1312",2022,2023,2024,"26364","263648"," 笠置町"
"1285","26365-1312",2022,2023,2024,"26365","263656"," 和束町"
"1286","26366-1312",2022,2023,2024,"26366","263664"," 精華町"
"1287","26367-1312",2022,2023,2024,"26367","263672"," 南山城村"
"1288","26407-1301",2022,2023,2024,"26407","264075"," 京丹波町"
"1289","26463-1302",2022,2023,2024,"26463","264636"," 伊根町"
"1290","26465-1302",2022,2023,2024,"26465","264652"," 与謝野町"
"1291","27102-1203",2022,2023,2024,"27102","271021"," 大阪市都島区"
"1292","27103-1203",2022,2023,2024,"27103","271039"," 大阪市福島区"
"1293","27104-1203",2022,2023,2024,"27104","271047"," 大阪市此花区"
"1294","27106-1203",2022,2023,2024,"27106","271063"," 大阪市西区"
"1295","27107-1203",2022,2023,2024,"27107","271071"," 大阪市港区"
"1296","27108-1203",2022,2023,2024,"27108","271080"," 大阪市大正区"
"1297","27109-1206",2022,2023,2024,"27109","271098"," 大阪市天王寺区"
"1298","27111-1200",2022,2023,2024,"27111","271110"," 大阪市浪速区"
"1299","27113-1203",2022,2023,2024,"27113","271136"," 大阪市西淀川区"
"1300","27114-1203",2022,2023,2024,"27114","271144"," 大阪市東淀川区"
"1301","27115-1206",2022,2023,2024,"27115","271152"," 大阪市東成区"
"1302","27116-1206",2022,2023,2024,"27116","271161"," 大阪市生野区"
"1303","27117-1200",2022,2023,2024,"27117","271179"," 大阪市旭区"
"1304","27118-1200",2022,2023,2024,"27118","271187"," 大阪市城東区"
"1305","27119-1206",2022,2023,2024,"27119","271195"," 大阪市阿倍野区"
"1306","27120-1206",2022,2023,2024,"27120","271209"," 大阪市住吉区"
"1307","27121-1206",2022,2023,2024,"27121","271217"," 大阪市東住吉区"
"1308","27122-1200",2022,2023,2024,"27122","271225"," 大阪市西成区"
"1309","27123-1203",2022,2023,2024,"27123","271233"," 大阪市淀川区"
"1310","27124-1200",2022,2023,2024,"27124","271241"," 大阪市鶴見区"
"1311","27125-1206",2022,2023,2024,"27125","271250"," 大阪市住之江区"
"1312","27126-1206",2022,2023,2024,"27126","271268"," 大阪市平野区"
"1313","27127-1203",2022,2023,2024,"27127","271276"," 大阪市北区"
"1314","27128-1200",2022,2023,2024,"27128","271284"," 大阪市中央区"
"1315","27141-1201",2022,2023,2024,"27141","271411"," 堺市堺区"
"1316","27142-1201",2022,2023,2024,"27142","271420"," 堺市中区"
"1317","27143-1201",2022,2023,2024,"27143","271438"," 堺市東区"
"1318","27144-1201",2022,2023,2024,"27144","271446"," 堺市西区"
"1319","27145-1201",2022,2023,2024,"27145","271454"," 堺市南区"
"1320","27146-1201",2022,2023,2024,"27146","271462"," 堺市北区"
"1321","27147-1201",2022,2023,2024,"27147","271471"," 堺市美原区"
"1322","27201-1201",2022,2023,2024,"27201",NA,NA
"1323","27202-1202",2022,2023,2024,"27202","272027"," 岸和田市"
"1324","27203-1211",2022,2023,2024,"27203","272035"," 豊中市"
"1325","27204-1211",2022,2023,2024,"27204","272043"," 池田市"
"1326","27205-1209",2022,2023,2024,"27205","272051"," 吹田市"
"1327","27206-1202",2022,2023,2024,"27206","272060"," 泉大津市"
"1328","27207-1209",2022,2023,2024,"27207","272078"," 高槻市"
"1329","27208-1202",2022,2023,2024,"27208","272086"," 貝塚市"
"1330","27209-1216",2022,2023,2024,"27209","272094"," 守口市"
"1331","27210-1215",2022,2023,2024,"27210","272108"," 枚方市"
"1332","27211-1209",2022,2023,2024,"27211","272116"," 茨木市"
"1333","27212-1220",2022,2023,2024,"27212","272124"," 八尾市"
"1334","27213-1202",2022,2023,2024,"27213","272132"," 泉佐野市"
"1335","27214-1223",2022,2023,2024,"27214","272141"," 富田林市"
"1336","27215-1215",2022,2023,2024,"27215","272159"," 寝屋川市"
"1337","27216-1223",2022,2023,2024,"27216","272167"," 河内長野市"
"1338","27217-1201",2022,2023,2024,"27217","272175"," 松原市"
"1339","27218-1220",2022,2023,2024,"27218","272183"," 大東市"
"1340","27219-1202",2022,2023,2024,"27219","272191"," 和泉市"
"1341","27220-1211",2022,2023,2024,"27220","272205"," 箕面市"
"1342","27221-1220",2022,2023,2024,"27221","272213"," 柏原市"
"1343","27222-1223",2022,2023,2024,"27222","272221"," 羽曳野市"
"1344","27223-1216",2022,2023,2024,"27223","272230"," 門真市"
"1345","27224-1209",2022,2023,2024,"27224","272248"," 摂津市"
"1346","27225-1201",2022,2023,2024,"27225","272256"," 高石市"
"1347","27226-1223",2022,2023,2024,"27226","272264"," 藤井寺市"
"1348","27227-1220",2022,2023,2024,"27227","272272"," 東大阪市"
"1349","27228-1202",2022,2023,2024,"27228","272281"," 泉南市"
"1350","27229-1220",2022,2023,2024,"27229","272299"," 四條畷市"
"1351","27230-1215",2022,2023,2024,"27230","272302"," 交野市"
"1352","27231-1201",2022,2023,2024,"27231","272311"," 大阪狭山市"
"1353","27232-1202",2022,2023,2024,"27232","272329"," 阪南市"
"1354","27301-1209",2022,2023,2024,"27301","273015"," 島本町"
"1355","27321-1211",2022,2023,2024,"27321","273210"," 豊能町"
"1356","27322-1211",2022,2023,2024,"27322","273228"," 能勢町"
"1357","27341-1202",2022,2023,2024,"27341","273414"," 忠岡町"
"1358","27361-1202",2022,2023,2024,"27361","273619"," 熊取町"
"1359","27362-1202",2022,2023,2024,"27362","273627"," 田尻町"
"1360","27366-1202",2022,2023,2024,"27366","273660"," 岬町"
"1361","27381-1223",2022,2023,2024,"27381","273813"," 太子町"
"1362","27382-1223",2022,2023,2024,"27382","273821"," 河南町"
"1363","27383-1223",2022,2023,2024,"27383","273830"," 千早赤阪村"
"1364","28101-1413",2022,2023,2024,"28101","281018"," 神戸市東灘区"
"1365","28102-1400",2022,2023,2024,"28102","281026"," 神戸市灘区"
"1366","28105-1400",2022,2023,2024,"28105","281051"," 神戸市兵庫区"
"1367","28106-1411",2022,2023,2024,"28106","281069"," 神戸市長田区"
"1368","28107-1411",2022,2023,2024,"28107","281077"," 神戸市須磨区"
"1369","28108-1411",2022,2023,2024,"28108","281085"," 神戸市垂水区"
"1370","28109-1443",2022,2023,2024,"28109","281093"," 神戸市北区"
"1371","28110-1400",2022,2023,2024,"28110","281107"," 神戸市中央区"
"1372","28111-1403",2022,2023,2024,"28111","281115"," 神戸市西区"
"1373","28201-1406",2022,2023,2024,"28201","282014"," 姫路市"
"1374","28202-1402",2022,2023,2024,"28202","282022"," 尼崎市"
"1375","28203-1403",2022,2023,2024,"28203","282031"," 明石市"
"1376","28204-1412",2022,2023,2024,"28204","282049"," 西宮市"
"1377","28205-1410",2022,2023,2024,"28205","282057"," 洲本市"
"1378","28206-1413",2022,2023,2024,"28206","282065"," 芦屋市"
"1379","28207-1401",2022,2023,2024,"28207","282073"," 伊丹市"
"1380","28208-1408",2022,2023,2024,"28208","282081"," 相生市"
"1381","28209-1409",2022,2023,2024,"28209","282090"," 豊岡市"
"1382","28210-1420",2022,2023,2024,"28210","282103"," 加古川市"
"1383","28212-1408",2022,2023,2024,"28212","282120"," 赤穂市"
"1384","28213-1407",2022,2023,2024,"28213","282138"," 西脇市"
"1385","28214-1401",2022,2023,2024,"28214","282146"," 宝塚市"
"1386","28215-1403",2022,2023,2024,"28215","282154"," 三木市"
"1387","28216-1420",2022,2023,2024,"28216","282162"," 高砂市"
"1388","28217-1401",2022,2023,2024,"28217","282171"," 川西市"
"1389","28218-1407",2022,2023,2024,"28218","282189"," 小野市"
"1390","28219-1415",2022,2023,2024,"28219","282197"," 三田市"
"1391","28220-1407",2022,2023,2024,"28220","282201"," 加西市"
"1392","28221-1405",2022,2023,2024,"28221","282219"," 丹波篠山市"
"1393","28222-1437",2022,2023,2024,"28222","282227"," 養父市"
"1394","28223-1405",2022,2023,2024,"28223","282235"," 丹波市"
"1395","28224-1410",2022,2023,2024,"28224","282243"," 南あわじ市"
"1396","28225-1437",2022,2023,2024,"28225","282251"," 朝来市"
"1397","28226-1410",2022,2023,2024,"28226","282260"," 淡路市"
"1398","28227-1408",2022,2023,2024,"28227","282278"," 宍粟市"
"1399","28228-1407",2022,2023,2024,"28228","282286"," 加東市"
"1400","28229-1408",2022,2023,2024,"28229","282294"," たつの市"
"1401","28301-1401",2022,2023,2024,"28301","283011"," 猪名川町"
"1402","28365-1407",2022,2023,2024,"28365","283657"," 多可町"
"1403","28381-1420",2022,2023,2024,"28381","283819"," 稲美町"
"1404","28382-1420",2022,2023,2024,"28382","283827"," 播磨町"
"1405","28442-1406",2022,2023,2024,"28442","284424"," 市川町"
"1406","28443-1406",2022,2023,2024,"28443","284432"," 福崎町"
"1407","28446-1406",2022,2023,2024,"28446","284467"," 神河町"
"1408","28464-1408",2022,2023,2024,"28464","284645"," 太子町"
"1409","28481-1408",2022,2023,2024,"28481","284815"," 上郡町"
"1410","28501-1408",2022,2023,2024,"28501","285013"," 佐用町"
"1411","28585-1409",2022,2023,2024,"28585","285854"," 香美町"
"1412","28586-1409",2022,2023,2024,"28586","285862"," 新温泉町"
"1413","28624-1437",2022,NA,NA,"28624",NA,NA
"1414","29201-1500",2022,2023,2024,"29201","292010"," 奈良市"
"1415","29202-1501",2022,2023,2024,"29202","292028"," 大和高田市"
"1416","29203-1500",2022,2023,2024,"29203","292036"," 大和郡山市"
"1417","29204-1500",2022,2023,2024,"29204","292044"," 天理市"
"1418","29205-1512",2022,2023,NA,"29205","292052"," 橿原市"
"1419","29206-1510",2022,2023,2024,"29206","292061"," 桜井市"
"1420","29207-1503",2022,2023,2024,"29207","292079"," 五條市"
"1421","29208-1501",2022,2023,2024,"29208","292087"," 御所市"
"1422","29209-1500",2022,2023,2024,"29209","292095"," 生駒市"
"1423","29210-1501",2022,2023,2024,"29210","292109"," 香芝市"
"1424","29211-1501",2022,2023,2024,"29211","292117"," 葛城市"
"1425","29212-1510",2022,2023,2024,"29212","292125"," 宇陀市"
"1426","29322-1500",2022,2023,2024,"29322","293229"," 山添村"
"1427","29342-1500",2022,2023,2024,"29342","293423"," 平群町"
"1428","29343-1500",2022,2023,2024,"29343","293431"," 三郷町"
"1429","29344-1500",2022,2023,2024,"29344","293440"," 斑鳩町"
"1430","29345-1500",2022,2023,2024,"29345","293458"," 安堵町"
"1431","29361-1512",2022,2023,NA,"29361","293610"," 川西町"
"1432","29362-1512",2022,2023,NA,"29362","293628"," 三宅町"
"1433","29363-1512",2022,2023,NA,"29363","293636"," 田原本町"
"1434","29382-1510",2022,NA,NA,"29382",NA,NA
"1435","29385-1510",2022,2023,2024,"29385","293857"," 曽爾村"
"1436","29386-1510",2022,2023,2024,"29386","293865"," 御杖村"
"1437","29401-1512",2022,2023,NA,"29401","294012"," 高取町"
"1438","29402-1512",2022,2023,NA,"29402","294021"," 明日香村"
"1439","29424-1501",2022,2023,2024,"29424","294241"," 上牧町"
"1440","29425-1501",2022,2023,2024,"29425","294250"," 王寺町"
"1441","29426-1501",2022,2023,2024,"29426","294268"," 広陵町"
"1442","29427-1501",2022,2023,2024,"29427","294276"," 河合町"
"1443","29441-1503",2022,2023,2024,"29441","294411"," 吉野町"
"1444","29442-1503",2022,2023,2024,"29442","294420"," 大淀町"
"1445","29443-1503",2022,2023,2024,"29443","294438"," 下市町"
"1446","29444-1503",2022,2023,2024,"29444","294446"," 黒滝村"
"1447","29446-1503",2022,2023,2024,"29446","294462"," 天川村"
"1448","29447-1503",2022,2023,2024,"29447","294471"," 野迫川村"
"1449","29449-1503",2022,2023,2024,"29449","294497"," 十津川村"
"1450","29450-1503",2022,2023,2024,"29450","294501"," 下北山村"
"1451","29451-1503",2022,2023,2024,"29451","294519"," 上北山村"
"1452","29452-1503",2022,2023,2024,"29452","294527"," 川上村"
"1453","29453-1510",2022,2023,2024,"29453","294535"," 東吉野村"
"1454","30201-1700",2022,2023,2024,"30201","302015"," 和歌山市"
"1455","30202-1700",2022,2023,2024,"30202","302023"," 海南市"
"1456","30203-1716",2022,2023,2024,"30203","302031"," 橋本市"
"1457","30204-1700",2022,2023,2024,"30204","302040"," 有田市"
"1458","30205-1703",2022,2023,2024,"30205","302058"," 御坊市"
"1459","30206-1702",2022,2023,2024,"30206","302066"," 田辺市"
"1460","30207-1704",2022,2023,2024,"30207","302074"," 新宮市"
"1461","30208-1700",2022,2023,2024,"30208","302082"," 紀の川市"
"1462","30209-1700",2022,2023,2024,"30209","302091"," 岩出市"
"1463","30304-1700",2022,2023,2024,"30304","303046"," 紀美野町"
"1464","30341-1716",2022,2023,2024,"30341","303411"," かつらぎ町"
"1465","30343-1716",2022,2023,2024,"30343","303437"," 九度山町"
"1466","30344-1716",2022,2023,2024,"30344","303445"," 高野町"
"1467","30361-1700",2022,2023,2024,"30361","303615"," 湯浅町"
"1468","30362-1700",2022,2023,2024,"30362","303623"," 広川町"
"1469","30366-1700",2022,2023,2024,"30366","303666"," 有田川町"
"1470","30381-1703",2022,2023,2024,"30381","303810"," 美浜町"
"1471","30382-1703",2022,2023,2024,"30382","303828"," 日高町"
"1472","30383-1703",2022,2023,2024,"30383","303836"," 由良町"
"1473","30390-1703",2022,2023,2024,"30390","303909"," 印南町"
"1474","30391-1702",2022,2023,2024,"30391","303917"," みなべ町"
"1475","30392-1703",2022,2023,2024,"30392","303925"," 日高川町"
"1476","30401-1702",2022,2023,2024,"30401","304018"," 白浜町"
"1477","30403-1702",2022,2023,2024,"30403",NA,NA
"1478","30404-1702",2022,2023,2024,"30404","304042"," 上富田町"
"1479","30406-1702",2022,2023,2024,"30406","304069"," すさみ町"
"1480","30421-1704",2022,2023,2024,"30421","304212"," 那智勝浦町"
"1481","30422-1704",2022,2023,2024,"30422","304221"," 太地町"
"1482","30424-1704",2022,2023,2024,"30424","304247"," 古座川町"
"1483","30427-1704",2022,2023,2024,"30427","304271"," 北山村"
"1484","30428-1704",2022,2023,2024,"30428","304280"," 串本町"
"1485","31201-2700",2022,2023,2024,"31201","312011"," 鳥取市"
"1486","31202-2702",2022,2023,2024,"31202","312029"," 米子市"
"1487","31203-2701",2022,2023,2024,"31203","312037"," 倉吉市"
"1488","31204-2702",2022,2023,2024,"31204","312045"," 境港市"
"1489","31302-2700",2022,2023,2024,"31302","313025"," 岩美町"
"1490","31325-2700",2022,2023,2024,"31325","313254"," 若桜町"
"1491","31328-2700",2022,2023,2024,"31328","313289"," 智頭町"
"1492","31329-2700",2022,2023,2024,"31329","313297"," 八頭町"
"1493","31364-2701",2022,2023,2024,"31364","313645"," 三朝町"
"1494","31368-2701",2022,2023,2024,"31368",NA,NA
"1495","31370-2701",2022,2023,2024,"31370","313700"," 湯梨浜町"
"1496","31371-2701",2022,2023,2024,"31371","313718"," 琴浦町"
"1497","31372-2701",2022,2023,2024,"31372","313726"," 北栄町"
"1498","31381-2702",2022,NA,NA,"31381",NA,NA
"1499","31384-2702",2022,2023,2024,"31384","313840"," 日吉津村"
"1500","31386-2702",2022,2023,2024,"31386","313866"," 大山町"
"1501","31389-2702",2022,2023,2024,"31389","313891"," 南部町"
"1502","31390-2702",2022,2023,2024,"31390","313904"," 伯耆町"
"1503","31401-2702",2022,2023,2024,"31401","314013"," 日南町"
"1504","31402-2702",2022,2023,2024,"31402","314021"," 日野町"
"1505","31403-2702",2022,2023,2024,"31403","314030"," 江府町"
"1506","32201-2800",2022,2023,2024,"32201","322016"," 松江市"
"1507","32202-2803",2022,2023,2024,"32202","322024"," 浜田市"
"1508","32203-2802",2022,2023,2024,"32203","322032"," 出雲市"
"1509","32204-2804",2022,2023,2024,"32204","322041"," 益田市"
"1510","32205-2802",2022,2023,2024,"32205","322059"," 大田市"
"1511","32206-2800",2022,2023,2024,"32206","322067"," 安来市"
"1512","32207-2803",2022,2023,2024,"32207","322075"," 江津市"
"1513","32209-2802",2022,2023,2024,"32209","322091"," 雲南市"
"1514","32301-2800",2022,2023,2024,"32301",NA,NA
"1515","32304-2800",2022,2023,2024,"32304",NA,NA
"1516","32343-2802",2022,2023,2024,"32343","323438"," 奥出雲町"
"1517","32383-2802",2022,NA,NA,"32383",NA,NA
"1518","32385-2802",2022,NA,NA,"32385",NA,NA
"1519","32386-2802",2022,2023,2024,"32386","323861"," 飯南町"
"1520","32441-2803",2022,2023,2024,"32441","324418"," 川本町"
"1521","32448-2803",2022,2023,2024,"32448","324485"," 美郷町"
"1522","32449-2803",2022,2023,2024,"32449","324493"," 邑南町"
"1523","32501-2804",2022,2023,2024,"32501","325015"," 津和野町"
"1524","32503-2804",2022,2023,2024,"32503",NA,NA
"1525","32505-2804",2022,2023,2024,"32505","325058"," 吉賀町"
"1526","32525-2806",2022,2023,2024,"32525","325252"," 海士町"
"1527","32526-2806",2022,2023,2024,"32526","325261"," 西ノ島町"
"1528","32527-2806",2022,2023,2024,"32527","325279"," 知夫村"
"1529","32528-2806",2022,2023,2024,"32528","325287"," 隠岐の島町"
"1530","33101-2600",2022,2023,2024,"33101","331015"," 岡山市北区"
"1531","33101-2644",2022,2023,2024,"33101","331015"," 岡山市北区"
"1532","33102-2600",2022,2023,2024,"33102","331023"," 岡山市中区"
"1533","33103-2600",2022,2023,2024,"33103","331031"," 岡山市東区"
"1534","33103-2644",2022,2023,2024,"33103","331031"," 岡山市東区"
"1535","33104-2644",2022,2023,2024,"33104","331040"," 岡山市南区"
"1536","33201-2600",2022,2023,2024,"33201",NA,NA
"1537","33201-2644",2022,2023,2024,"33201",NA,NA
"1538","33202-2619",2022,2023,2024,"33202","332020"," 倉敷市"
"1539","33203-2605",2022,2023,2024,"33203","332038"," 津山市"
"1540","33204-2644",2022,2023,2024,"33204","332046"," 玉野市"
"1541","33205-2602",2022,2023,2024,"33205","332054"," 笠岡市"
"1542","33207-2602",2022,2023,2024,"33207","332071"," 井原市"
"1543","33208-2619",2022,2023,2024,"33208","332089"," 総社市"
"1544","33209-2603",2022,2023,2024,"33209","332097"," 高梁市"
"1545","33210-2603",2022,2023,2024,"33210","332101"," 新見市"
"1546","33211-2612",2022,2023,2024,"33211","332119"," 備前市"
"1547","33212-2612",2022,2023,2024,"33212","332127"," 瀬戸内市"
"1548","33213-2600",2022,2023,2024,"33213","332135"," 赤磐市"
"1549","33214-2603",2022,2023,2024,"33214","332143"," 真庭市"
"1550","33214-2605",2022,2023,2024,"33214","332143"," 真庭市"
"1551","33215-2605",2022,2023,2024,"33215","332151"," 美作市"
"1552","33216-2602",2022,2023,2024,"33216","332160"," 浅口市"
"1553","33303-2600",2022,2023,2024,"33303",NA,NA
"1554","33321-2600",2022,2023,2024,"33321",NA,NA
"1555","33322-2600",2022,2023,2024,"33322",NA,NA
"1556","33323-2600",2022,2023,2024,"33323",NA,NA
"1557","33346-2612",2022,2023,2024,"33346","333468"," 和気町"
"1558","33423-2619",2022,2023,2024,"33423","334235"," 早島町"
"1559","33445-2602",2022,2023,2024,"33445","334456"," 里庄町"
"1560","33461-2602",2022,2023,2024,"33461","334618"," 矢掛町"
"1561","33586-2605",2022,2023,2024,"33586","335860"," 新庄村"
"1562","33606-2605",2022,2023,2024,"33606","336068"," 鏡野町"
"1563","33622-2605",2022,2023,2024,"33622","336220"," 勝央町"
"1564","33623-2605",2022,2023,2024,"33623","336238"," 奈義町"
"1565","33643-2605",2022,2023,2024,"33643","336432"," 西粟倉村"
"1566","33645-2605",2022,2023,2024,"33645",NA,NA
"1567","33646-2605",2022,2023,2024,"33646",NA,NA
"1568","33663-2605",2022,2023,2024,"33663","336637"," 久米南町"
"1569","33666-2605",2022,2023,2024,"33666","336661"," 美咲町"
"1570","33681-2600",2022,2023,2024,"33681","336815"," 吉備中央町"
"1571","33681-2603",2022,2023,2024,"33681","336815"," 吉備中央町"
"1572","34101-2400",2022,2023,2024,"34101","341011"," 広島市中区"
"1573","34102-2400",2022,2023,2024,"34102","341029"," 広島市東区"
"1574","34103-2400",2022,2023,2024,"34103","341037"," 広島市南区"
"1575","34104-2400",2022,2023,2024,"34104","341045"," 広島市西区"
"1576","34105-2400",2022,2023,2024,"34105","341053"," 広島市安佐南区"
"1577","34106-2409",2022,2023,2024,"34106","341061"," 広島市安佐北区"
"1578","34107-2400",2022,2023,2024,"34107","341070"," 広島市安芸区"
"1579","34108-2416",2022,2023,2024,"34108","341088"," 広島市佐伯区"
"1580","34202-2401",2022,2023,2024,"34202","342025"," 呉市"
"1581","34203-2420",2022,2023,2024,"34203","342033"," 竹原市"
"1582","34204-2403",2022,2023,2024,"34204","342041"," 三原市"
"1583","34205-2403",2022,2023,2024,"34205","342050"," 尾道市"
"1584","34207-2404",2022,2023,2024,"34207","342076"," 福山市"
"1585","34208-2404",2022,2023,2024,"34208","342084"," 府中市"
"1586","34209-2405",2022,2023,2024,"34209","342092"," 三次市"
"1587","34210-2405",2022,2023,2024,"34210","342106"," 庄原市"
"1588","34211-2416",2022,2023,2024,"34211","342114"," 大竹市"
"1589","34212-2420",2022,2023,2024,"34212","342122"," 東広島市"
"1590","34213-2416",2022,2023,2024,"34213","342131"," 廿日市市"
"1591","34214-2405",2022,2023,2024,"34214","342149"," 安芸高田市"
"1592","34215-2401",2022,2023,2024,"34215","342157"," 江田島市"
"1593","34302-2400",2022,2023,2024,"34302","343021"," 府中町"
"1594","34304-2400",2022,2023,2024,"34304","343048"," 海田町"
"1595","34307-2400",2022,2023,2024,"34307","343072"," 熊野町"
"1596","34309-2400",2022,2023,2024,"34309","343099"," 坂町"
"1597","34368-2409",2022,2023,2024,"34368","343684"," 安芸太田町"
"1598","34369-2409",2022,2023,2024,"34369","343692"," 北広島町"
"1599","34402-2420",2022,NA,NA,"34402",NA,NA
"1600","34431-2420",2022,2023,2024,"34431","344311"," 大崎上島町"
"1601","34462-2403",2022,2023,2024,"34462","344621"," 世羅町"
"1602","34545-2404",2022,2023,2024,"34545","345458"," 神石高原町"
"1603","35201-2504",2022,2023,2024,"35201","352012"," 下関市"
"1604","35202-2505",2022,2023,2024,"35202","352021"," 宇部市"
"1605","35203-2500",2022,2023,2024,"35203","352039"," 山口市"
"1606","35204-2502",2022,2023,2024,"35204","352047"," 萩市"
"1607","35206-2500",2022,2023,2024,"35206","352063"," 防府市"
"1608","35207-2501",2022,2023,2024,"35207","352071"," 下松市"
"1609","35208-2503",2022,2023,2024,"35208","352080"," 岩国市"
"1610","35210-2501",2022,2023,2024,"35210","352101"," 光市"
"1611","35211-2502",2022,2023,2024,"35211","352110"," 長門市"
"1612","35212-2525",2022,2023,2024,"35212","352128"," 柳井市"
"1613","35213-2505",2022,2023,2024,"35213","352136"," 美祢市"
"1614","35215-2501",2022,2023,2024,"35215","352152"," 周南市"
"1615","35216-2505",2022,2023,2024,"35216","352161"," 山陽小野田市"
"1616","35305-2525",2022,2023,2024,"35305","353051"," 周防大島町"
"1617","35321-2503",2022,2023,2024,"35321","353213"," 和木町"
"1618","35341-2525",2022,2023,2024,"35341","353418"," 上関町"
"1619","35343-2525",2022,2023,2024,"35343","353434"," 田布施町"
"1620","35344-2525",2022,2023,2024,"35344","353442"," 平生町"
"1621","35421-2505",2022,NA,NA,"35421",NA,NA
"1622","35461-2505",2022,2023,2024,"35461",NA,NA
"1623","35462-2505",2022,2023,2024,"35462",NA,NA
"1624","35502-2502",2022,2023,2024,"35502","355020"," 阿武町"
"1625","35504-2500",2022,NA,NA,"35504",NA,NA
"1626","36201-4800",2022,2023,2024,"36201","362018"," 徳島市"
"1627","36202-4800",2022,2023,2024,"36202","362026"," 鳴門市"
"1628","36203-4800",2022,2023,2024,"36203","362034"," 小松島市"
"1629","36204-4801",2022,2023,2024,"36204","362042"," 阿南市"
"1630","36205-4800",2022,2023,2024,"36205","362051"," 吉野川市"
"1631","36206-4800",2022,2023,2024,"36206","362069"," 阿波市"
"1632","36207-4802",2022,2023,2024,"36207","362077"," 美馬市"
"1633","36208-4802",2022,2023,2024,"36208","362085"," 三好市"
"1634","36301-4800",2022,2023,2024,"36301","363014"," 勝浦町"
"1635","36302-4800",2022,2023,2024,"36302","363022"," 上勝町"
"1636","36321-4800",2022,2023,2024,"36321","363219"," 佐那河内村"
"1637","36341-4800",2022,2023,2024,"36341","363413"," 石井町"
"1638","36342-4800",2022,2023,2024,"36342","363421"," 神山町"
"1639","36368-4801",2022,2023,2024,"36368","363685"," 那賀町"
"1640","36383-4801",2022,2023,2024,"36383","363839"," 牟岐町"
"1641","36387-4801",2022,2023,2024,"36387","363871"," 美波町"
"1642","36388-4801",2022,2023,2024,"36388","363880"," 海陽町"
"1643","36401-4800",2022,2023,2024,"36401","364011"," 松茂町"
"1644","36402-4800",2022,2023,2024,"36402","364029"," 北島町"
"1645","36403-4800",2022,2023,2024,"36403","364037"," 藍住町"
"1646","36404-4800",2022,2023,2024,"36404","364045"," 板野町"
"1647","36405-4800",2022,2023,2024,"36405","364053"," 上板町"
"1648","36422-4800",2022,NA,NA,"36422",NA,NA
"1649","36466-4802",2022,2023,2024,"36466",NA,NA
"1650","36468-4802",2022,2023,2024,"36468","364681"," つるぎ町"
"1651","36489-4802",2022,2023,2024,"36489","364894"," 東みよし町"
"1652","37201-4700",2022,2023,2024,"37201","372013"," 高松市"
"1653","37202-4701",2022,2023,2024,"37202","372021"," 丸亀市"
"1654","37203-4701",2022,2023,2024,"37203","372030"," 坂出市"
"1655","37204-4701",2022,2023,2024,"37204","372048"," 善通寺市"
"1656","37205-4702",2022,2023,2024,"37205","372056"," 観音寺市"
"1657","37206-4705",2022,2023,2024,"37206","372064"," さぬき市"
"1658","37207-4705",2022,2023,2024,"37207","372072"," 東かがわ市"
"1659","37208-4702",2022,2023,2024,"37208","372081"," 三豊市"
"1660","37322-4700",2022,2023,2024,"37322","373222"," 土庄町"
"1661","37324-4700",2022,2023,2024,"37324","373249"," 小豆島町"
"1662","37341-4700",2022,2023,2024,"37341","373419"," 三木町"
"1663","37364-4700",2022,2023,2024,"37364","373648"," 直島町"
"1664","37381-4700",2022,NA,NA,"37381",NA,NA
"1665","37386-4701",2022,2023,2024,"37386","373869"," 宇多津町"
"1666","37387-4700",2022,2023,2024,"37387","373877"," 綾川町"
"1667","37403-4701",2022,2023,2024,"37403","374032"," 琴平町"
"1668","37404-4701",2022,2023,2024,"37404","374041"," 多度津町"
"1669","37406-4701",2022,2023,2024,"37406","374067"," まんのう町"
"1670","38201-5000",2022,2023,2024,"38201","382019"," 松山市"
