"","V3","V2.x","V2.y","V2.x.x","V5","V1","V2.y.y"
"1140","23207-1840",2022,2023,2024,"23207","232076"," ñLêÏés"
"1141","23208-1814",2022,2023,2024,"23208","232084"," í√ìáés"
"1142","23209-1827",2022,2023,2024,"23209","232092"," ï…ìÏés"
"1143","23210-1827",2022,2023,2024,"23210","232106"," ä†íJés"
"1144","23211-1836",2022,2023,2024,"23211","232114"," ñLìcés"
"1145","23212-1827",2022,2023,2024,"23212","232122"," à¿èÈés"
"1146","23213-1831",2022,2023,2024,"23213","232131"," êºîˆés"
"1147","23214-1840",2022,2023,2024,"23214","232149"," äóåSés"
"1148","23215-1811",2022,2023,2024,"23215","232157"," å¢éRés"
"1149","23216-1802",2022,2023,2024,"23216","232165"," èÌääés"
"1150","23217-1801",2022,2023,2024,"23217","232173"," ç]ìÏés"
"1151","23219-1811",2022,2023,2024,"23219","232190"," è¨ñqés"
"1152","23220-1801",2022,2023,2024,"23220","232203"," àÓëÚés"
"1153","23221-1805",2022,2023,2024,"23221","232211"," êVèÈés"
"1154","23222-1802",2022,2023,2024,"23222","232220"," ìåäCés"
"1155","23223-1802",2022,2023,2024,"23223","232238"," ëÂï{és"
"1156","23224-1802",2022,2023,2024,"23224","232246"," ímëΩés"
"1157","23225-1827",2022,2023,2024,"23225","232254"," ímóßés"
"1158","23226-1811",2022,2023,2024,"23226","232262"," îˆí£àÆés"
"1159","23227-1827",2022,2023,2024,"23227","232271"," çÇïlés"
"1160","23228-1801",2022,2023,2024,"23228","232289"," ä‚ëqés"
"1161","23229-1806",2022,2023,2024,"23229","232297"," ñLñæés"
"1162","23230-1844",2022,2023,2024,"23230","232301"," ì˙êiés"
"1163","23231-1804",2022,2023,2024,"23231","232319"," ìcå¥és"
"1164","23232-1814",2022,2023,2024,"23232","232327"," à§êºés"
"1165","23233-1800",2022,2023,2024,"23233","232335"," ê¥ê{és"
"1166","23234-1800",2022,2023,2024,"23234","232343"," ñkñºå√âÆés"
"1167","23235-1814",2022,2023,2024,"23235","232351"," ñÌïxés"
"1168","23236-1836",2022,2023,2024,"23236","232360"," Ç›ÇÊÇµés"
"1169","23237-1814",2022,2023,2024,"23237","232378"," Ç†Ç‹és"
"1170","23238-1844",2022,2023,2024,"23238","232386"," í∑ãvéËés"
"1171","23302-1844",2022,2023,2024,"23302","233021"," ìåãΩí¨"
"1172","23342-1800",2022,2023,2024,"23342","233421"," ñLéRí¨"
"1173","23345-1800",2022,2023,2024,"23345",NA,NA
"1174","23361-1811",2022,2023,2024,"23361","233617"," ëÂå˚í¨"
"1175","23362-1811",2022,2023,2024,"23362","233625"," ï}åKí¨"
"1176","23421-1814",2022,2023,2024,"23421",NA,NA
"1177","23422-1814",2022,2023,2024,"23422",NA,NA
"1178","23423-1814",2022,2023,2024,"23423",NA,NA
"1179","23424-1814",2022,2023,2024,"23424","234249"," ëÂé°í¨"
"1180","23425-1814",2022,2023,2024,"23425","234257"," äIç]í¨"
"1181","23427-1814",2022,2023,2024,"23427","234273"," îÚìáë∫"
"1182","23441-1802",2022,2023,2024,"23441","234419"," à¢ãvî‰í¨"
"1183","23442-1802",2022,2023,2024,"23442","234427"," ìåâYí¨"
"1184","23445-1802",2022,2023,2024,"23445","234451"," ìÏímëΩí¨"
"1185","23446-1802",2022,2023,2024,"23446","234460"," î¸ïlí¨"
"1186","23447-1802",2022,2023,2024,"23447","234478"," ïêñLí¨"
"1187","23481-1831",2022,2023,2024,"23481",NA,NA
"1188","23482-1831",2022,2023,2024,"23482",NA,NA
"1189","23483-1831",2022,2023,2024,"23483",NA,NA
"1190","23501-1803",2022,2023,2024,"23501","235016"," çKìcí¨"
"1191","23521-1836",2022,2023,2024,"23521",NA,NA
"1192","23561-1805",2022,2023,2024,"23561","235610"," ê›äyí¨"
"1193","23562-1805",2022,2023,2024,"23562","235628"," ìåâhí¨"
"1194","23563-1805",2022,2023,2024,"23563","235636"," ñLç™ë∫"
"1195","23603-1840",2022,NA,NA,"23603",NA,NA
"1196","24201-1900",2022,2023,2024,"24201","242012"," í√és"
"1197","24202-1903",2022,2023,2024,"24202","242021"," élì˙ésés"
"1198","24203-1904",2022,2023,2024,"24203","242039"," à…ê®és"
"1199","24204-1901",2022,2023,2024,"24204","242047"," èºç„és"
"1200","24205-1923",2022,2023,2024,"24205","242055"," åKñºés"
"1201","24207-1906",2022,2023,2024,"24207","242071"," óÈé≠és"
"1202","24208-1902",2022,2023,2024,"24208","242080"," ñºí£és"
"1203","24209-1934",2022,2023,2024,"24209","242098"," îˆòhés"
"1204","24210-1900",2022,2023,2024,"24210","242101"," ãTéRés"
"1205","24211-1904",2022,2023,2024,"24211","242110"," íπâHés"
"1206","24212-1905",2022,2023,2024,"24212","242128"," åFñÏés"
"1207","24214-1923",2022,2023,2024,"24214","242144"," Ç¢Ç»Ç◊és"
"1208","24215-1904",2022,2023,2024,"24215","242152"," éuñÄés"
"1209","24216-1902",2022,2023,2024,"24216","242161"," à…âÍés"
"1210","24302-1923",2022,2023,2024,"24302",NA,NA
"1211","24303-1923",2022,2023,2024,"24303","243035"," ñÿë]ñ¶í¨"
"1212","24322-1923",2022,2023,2024,"24322",NA,NA
"1213","24324-1923",2022,2023,2024,"24324","243248"," ìåàıí¨"
"1214","24341-1903",2022,2023,2024,"24341","243418"," å‘ñÏí¨"
"1215","24343-1903",2022,2023,2024,"24343","243434"," í©ì˙í¨"
"1216","24344-1903",2022,2023,2024,"24344","243442"," êÏâzí¨"
"1217","24382-1900",2022,2023,2024,"24382",NA,NA
"1218","24384-1900",2022,2023,2024,"24384",NA,NA
"1219","24405-1901",2022,2023,2024,"24405",NA,NA
"1220","24422-1901",2022,2023,2024,"24422",NA,NA
"1221","24441-1901",2022,2023,2024,"24441","244414"," ëΩãCí¨"
"1222","24442-1901",2022,2023,2024,"24442","244422"," ñæòaí¨"
"1223","24443-1901",2022,2023,2024,"24443","244431"," ëÂë‰í¨"
"1224","24461-1904",2022,2023,2024,"24461","244619"," ã èÈí¨"
"1225","24470-1904",2022,2023,2024,"24470","244708"," ìxâÔí¨"
"1226","24471-1901",2022,2023,2024,"24471","244716"," ëÂãIí¨"
"1227","24472-1904",2022,2023,2024,"24472","244724"," ìÏà…ê®í¨"
"1228","24543-1934",2022,2023,2024,"24543","245437"," ãIñkí¨"
"1229","24561-1905",2022,2023,2024,"24561","245615"," å‰ïlí¨"
"1230","24562-1905",2022,2023,2024,"24562","245623"," ãIïÛí¨"
"1231","25201-1600",2022,2023,2024,"25201","252018"," ëÂí√és"
"1232","25202-1602",2022,2023,2024,"25202","252026"," ïFç™és"
"1233","25203-1603",2022,2023,2024,"25203","252034"," í∑ïlés"
"1234","25204-1617",2022,2023,2024,"25204","252042"," ãﬂç]î™î¶és"
"1235","25205-1617",2022,2023,2024,"25205",NA,NA
"1236","25206-1600",2022,2023,2024,"25206","252069"," ëêí√és"
"1237","25207-1600",2022,2023,2024,"25207","252077"," éÁéRés"
"1238","25208-1600",2022,2023,2024,"25208","252085"," åIìåés"
"1239","25209-1601",2022,2023,2024,"25209","252093"," çbâÍés"
"1240","25210-1600",2022,2023,2024,"25210","252107"," ñÏèFés"
"1241","25211-1601",2022,2023,2024,"25211","252115"," åŒìÏés"
"1242","25212-1608",2022,2023,2024,"25212","252123"," çÇìáés"
"1243","25213-1617",2022,2023,2024,"25213","252131"," ìåãﬂç]és"
"1244","25214-1603",2022,2023,2024,"25214","252140"," ïƒå¥és"
"1245","25361-1601",2022,2023,NA,"25361",NA,NA
"1246","25381-1617",2022,2023,2024,"25381",NA,NA
"1247","25383-1617",2022,2023,2024,"25383","253839"," ì˙ñÏí¨"
"1248","25384-1617",2022,2023,2024,"25384","253847"," ó≥â§í¨"
"1249","25421-1617",2022,2023,2024,"25421",NA,NA
"1250","25425-1602",2022,2023,2024,"25425","254258"," à§ëëí¨"
"1251","25441-1602",2022,2023,2024,"25441","254410"," ñLãΩí¨"
"1252","25442-1602",2022,2023,2024,"25442","254428"," çbó«í¨"
"1253","25443-1602",2022,2023,2024,"25443","254436"," ëΩâÍí¨"
"1254","25502-1603",2022,NA,NA,"25502",NA,NA
"1255","26101-1300",2022,2023,2024,"26101","261017"," ãûìsésñkãÊ"
"1256","26102-1300",2022,2023,2024,"26102","261025"," ãûìsésè„ãûãÊ"
"1257","26103-1300",2022,2023,2024,"26103","261033"," ãûìsésç∂ãûãÊ"
"1258","26104-1300",2022,2023,2024,"26104","261041"," ãûìsésíÜãûãÊ"
"1259","26105-1300",2022,2023,2024,"26105","261050"," ãûìsésìåéRãÊ"
"1260","26106-1300",2022,2023,2024,"26106","261068"," ãûìsésâ∫ãûãÊ"
"1261","26107-1310",2022,2023,2024,"26107","261076"," ãûìsésìÏãÊ"
"1262","26108-1308",2022,2023,2024,"26108","261084"," ãûìsésâEãûãÊ"
"1263","26109-1310",2022,2023,2024,"26109","261092"," ãûìsésïöå©ãÊ"
"1264","26110-1300",2022,2023,2024,"26110","261106"," ãûìséséRâ»ãÊ"
"1265","26111-1308",2022,2023,2024,"26111","261114"," ãûìsésêºãûãÊ"
"1266","26201-1305",2022,2023,2024,"26201","262013"," ïüíméRés"
"1267","26202-1304",2022,2023,2024,"26202","262021"," ïëíﬂés"
"1268","26203-1305",2022,2023,2024,"26203","262030"," àªïîés"
"1269","26204-1328",2022,2023,2024,"26204","262048"," âFé°és"
"1270","26205-1302",2022,2023,2024,"26205","262056"," ã{í√és"
"1271","26206-1301",2022,2023,2024,"26206","262064"," ãTâ™és"
"1272","26207-1328",2022,2023,2024,"26207","262072"," èÈózés"
"1273","26208-1308",2022,2023,2024,"26208","262081"," å¸ì˙és"
"1274","26209-1308",2022,2023,2024,"26209","262099"," í∑â™ãûés"
"1275","26210-1328",2022,2023,2024,"26210","262102"," î™î¶és"
"1276","26211-1328",2022,2023,2024,"26211","262111"," ãûìcï”és"
"1277","26212-1303",2022,2023,2024,"26212","262129"," ãûíOå„és"
"1278","26213-1301",2022,2023,2024,"26213","262137"," ìÏíOés"
"1279","26214-1312",2022,2023,2024,"26214","262145"," ñÿí√êÏés"
"1280","26303-1308",2022,2023,2024,"26303","263036"," ëÂéRçËí¨"
"1281","26322-1328",2022,2023,2024,"26322","263222"," ãvå‰éRí¨"
"1282","26343-1328",2022,2023,2024,"26343","263435"," à‰éËí¨"
"1283","26344-1328",2022,2023,2024,"26344","263443"," âFé°ìcå¥í¨"
"1284","26364-1312",2022,2023,2024,"26364","263648"," ä}íuí¨"
"1285","26365-1312",2022,2023,2024,"26365","263656"," òaë©í¨"
"1286","26366-1312",2022,2023,2024,"26366","263664"," ê∏âÿí¨"
"1287","26367-1312",2022,2023,2024,"26367","263672"," ìÏéRèÈë∫"
"1288","26407-1301",2022,2023,2024,"26407","264075"," ãûíOîgí¨"
"1289","26463-1302",2022,2023,2024,"26463","264636"," à…ç™í¨"
"1290","26465-1302",2022,2023,2024,"26465","264652"," ó^é”ñÏí¨"
"1291","27102-1203",2022,2023,2024,"27102","271021"," ëÂç„ésìsìáãÊ"
"1292","27103-1203",2022,2023,2024,"27103","271039"," ëÂç„ésïüìáãÊ"
"1293","27104-1203",2022,2023,2024,"27104","271047"," ëÂç„ésçüâ‘ãÊ"
"1294","27106-1203",2022,2023,2024,"27106","271063"," ëÂç„ésêºãÊ"
"1295","27107-1203",2022,2023,2024,"27107","271071"," ëÂç„ésç`ãÊ"
"1296","27108-1203",2022,2023,2024,"27108","271080"," ëÂç„ésëÂê≥ãÊ"
"1297","27109-1206",2022,2023,2024,"27109","271098"," ëÂç„ésìVâ§éõãÊ"
"1298","27111-1200",2022,2023,2024,"27111","271110"," ëÂç„ésòQë¨ãÊ"
"1299","27113-1203",2022,2023,2024,"27113","271136"," ëÂç„ésêºóÑêÏãÊ"
"1300","27114-1203",2022,2023,2024,"27114","271144"," ëÂç„ésìåóÑêÏãÊ"
"1301","27115-1206",2022,2023,2024,"27115","271152"," ëÂç„ésìåê¨ãÊ"
"1302","27116-1206",2022,2023,2024,"27116","271161"," ëÂç„ésê∂ñÏãÊ"
"1303","27117-1200",2022,2023,2024,"27117","271179"," ëÂç„ésàÆãÊ"
"1304","27118-1200",2022,2023,2024,"27118","271187"," ëÂç„ésèÈìåãÊ"
"1305","27119-1206",2022,2023,2024,"27119","271195"," ëÂç„ésà¢î{ñÏãÊ"
"1306","27120-1206",2022,2023,2024,"27120","271209"," ëÂç„ésèZãgãÊ"
"1307","27121-1206",2022,2023,2024,"27121","271217"," ëÂç„ésìåèZãgãÊ"
"1308","27122-1200",2022,2023,2024,"27122","271225"," ëÂç„ésêºê¨ãÊ"
"1309","27123-1203",2022,2023,2024,"27123","271233"," ëÂç„ésóÑêÏãÊ"
"1310","27124-1200",2022,2023,2024,"27124","271241"," ëÂç„ésíﬂå©ãÊ"
"1311","27125-1206",2022,2023,2024,"27125","271250"," ëÂç„ésèZîVç]ãÊ"
"1312","27126-1206",2022,2023,2024,"27126","271268"," ëÂç„ésïΩñÏãÊ"
"1313","27127-1203",2022,2023,2024,"27127","271276"," ëÂç„ésñkãÊ"
"1314","27128-1200",2022,2023,2024,"27128","271284"," ëÂç„ésíÜâõãÊ"
"1315","27141-1201",2022,2023,2024,"27141","271411"," ç‰ésç‰ãÊ"
"1316","27142-1201",2022,2023,2024,"27142","271420"," ç‰ésíÜãÊ"
"1317","27143-1201",2022,2023,2024,"27143","271438"," ç‰ésìåãÊ"
"1318","27144-1201",2022,2023,2024,"27144","271446"," ç‰ésêºãÊ"
"1319","27145-1201",2022,2023,2024,"27145","271454"," ç‰ésìÏãÊ"
"1320","27146-1201",2022,2023,2024,"27146","271462"," ç‰ésñkãÊ"
"1321","27147-1201",2022,2023,2024,"27147","271471"," ç‰ésî¸å¥ãÊ"
"1322","27201-1201",2022,2023,2024,"27201",NA,NA
"1323","27202-1202",2022,2023,2024,"27202","272027"," ä›òaìcés"
"1324","27203-1211",2022,2023,2024,"27203","272035"," ñLíÜés"
"1325","27204-1211",2022,2023,2024,"27204","272043"," írìcés"
"1326","27205-1209",2022,2023,2024,"27205","272051"," êÅìcés"
"1327","27206-1202",2022,2023,2024,"27206","272060"," êÚëÂí√és"
"1328","27207-1209",2022,2023,2024,"27207","272078"," çÇíŒés"
"1329","27208-1202",2022,2023,2024,"27208","272086"," äLíÀés"
"1330","27209-1216",2022,2023,2024,"27209","272094"," éÁå˚és"
"1331","27210-1215",2022,2023,2024,"27210","272108"," ñáï˚és"
"1332","27211-1209",2022,2023,2024,"27211","272116"," àÔñÿés"
"1333","27212-1220",2022,2023,2024,"27212","272124"," î™îˆés"
"1334","27213-1202",2022,2023,2024,"27213","272132"," êÚç≤ñÏés"
"1335","27214-1223",2022,2023,2024,"27214","272141"," ïxìcó—és"
"1336","27215-1215",2022,2023,2024,"27215","272159"," êQâÆêÏés"
"1337","27216-1223",2022,2023,2024,"27216","272167"," âÕì‡í∑ñÏés"
"1338","27217-1201",2022,2023,2024,"27217","272175"," èºå¥és"
"1339","27218-1220",2022,2023,2024,"27218","272183"," ëÂìåés"
"1340","27219-1202",2022,2023,2024,"27219","272191"," òaêÚés"
"1341","27220-1211",2022,2023,2024,"27220","272205"," ñ•ñ és"
"1342","27221-1220",2022,2023,2024,"27221","272213"," îêå¥és"
"1343","27222-1223",2022,2023,2024,"27222","272221"," âHâgñÏés"
"1344","27223-1216",2022,2023,2024,"27223","272230"," ñÂê^és"
"1345","27224-1209",2022,2023,2024,"27224","272248"," ê€í√és"
"1346","27225-1201",2022,2023,2024,"27225","272256"," çÇêŒés"
"1347","27226-1223",2022,2023,2024,"27226","272264"," ì°à‰éõés"
"1348","27227-1220",2022,2023,2024,"27227","272272"," ìåëÂç„és"
"1349","27228-1202",2022,2023,2024,"27228","272281"," êÚìÏés"
"1350","27229-1220",2022,2023,2024,"27229","272299"," élûäìÎés"
"1351","27230-1215",2022,2023,2024,"27230","272302"," åñÏés"
"1352","27231-1201",2022,2023,2024,"27231","272311"," ëÂç„ã∑éRés"
"1353","27232-1202",2022,2023,2024,"27232","272329"," ç„ìÏés"
"1354","27301-1209",2022,2023,2024,"27301","273015"," ìáñ{í¨"
"1355","27321-1211",2022,2023,2024,"27321","273210"," ñLî\í¨"
"1356","27322-1211",2022,2023,2024,"27322","273228"," î\ê®í¨"
"1357","27341-1202",2022,2023,2024,"27341","273414"," íââ™í¨"
"1358","27361-1202",2022,2023,2024,"27361","273619"," åFéÊí¨"
"1359","27362-1202",2022,2023,2024,"27362","273627"," ìcêKí¨"
"1360","27366-1202",2022,2023,2024,"27366","273660"," ñ¶í¨"
"1361","27381-1223",2022,2023,2024,"27381","273813"," ëæéqí¨"
"1362","27382-1223",2022,2023,2024,"27382","273821"," âÕìÏí¨"
"1363","27383-1223",2022,2023,2024,"27383","273830"," êÁëÅê‘ç„ë∫"
"1364","28101-1413",2022,2023,2024,"28101","281018"," ê_åÀésìåìÂãÊ"
"1365","28102-1400",2022,2023,2024,"28102","281026"," ê_åÀésìÂãÊ"
"1366","28105-1400",2022,2023,2024,"28105","281051"," ê_åÀésï∫å…ãÊ"
"1367","28106-1411",2022,2023,2024,"28106","281069"," ê_åÀésí∑ìcãÊ"
"1368","28107-1411",2022,2023,2024,"28107","281077"," ê_åÀésê{ñÅãÊ"
"1369","28108-1411",2022,2023,2024,"28108","281085"," ê_åÀésêÇêÖãÊ"
"1370","28109-1443",2022,2023,2024,"28109","281093"," ê_åÀésñkãÊ"
"1371","28110-1400",2022,2023,2024,"28110","281107"," ê_åÀésíÜâõãÊ"
"1372","28111-1403",2022,2023,2024,"28111","281115"," ê_åÀésêºãÊ"
"1373","28201-1406",2022,2023,2024,"28201","282014"," ïPòHés"
"1374","28202-1402",2022,2023,2024,"28202","282022"," ìÚçËés"
"1375","28203-1403",2022,2023,2024,"28203","282031"," ñæêŒés"
"1376","28204-1412",2022,2023,2024,"28204","282049"," êºã{és"
"1377","28205-1410",2022,2023,2024,"28205","282057"," èFñ{és"
"1378","28206-1413",2022,2023,2024,"28206","282065"," à∞âÆés"
"1379","28207-1401",2022,2023,2024,"28207","282073"," à…íOés"
"1380","28208-1408",2022,2023,2024,"28208","282081"," ëäê∂és"
"1381","28209-1409",2022,2023,2024,"28209","282090"," ñLâ™és"
"1382","28210-1420",2022,2023,2024,"28210","282103"," â¡å√êÏés"
"1383","28212-1408",2022,2023,2024,"28212","282120"," ê‘ï‰és"
"1384","28213-1407",2022,2023,2024,"28213","282138"," êºòeés"
"1385","28214-1401",2022,2023,2024,"28214","282146"," ïÛíÀés"
"1386","28215-1403",2022,2023,2024,"28215","282154"," éOñÿés"
"1387","28216-1420",2022,2023,2024,"28216","282162"," çÇçªés"
"1388","28217-1401",2022,2023,2024,"28217","282171"," êÏêºés"
"1389","28218-1407",2022,2023,2024,"28218","282189"," è¨ñÏés"
"1390","28219-1415",2022,2023,2024,"28219","282197"," éOìcés"
"1391","28220-1407",2022,2023,2024,"28220","282201"," â¡êºés"
"1392","28221-1405",2022,2023,2024,"28221","282219"," íOîgé¬éRés"
"1393","28222-1437",2022,2023,2024,"28222","282227"," ó{ïÉés"
"1394","28223-1405",2022,2023,2024,"28223","282235"," íOîgés"
"1395","28224-1410",2022,2023,2024,"28224","282243"," ìÏÇ†ÇÌÇ∂és"
"1396","28225-1437",2022,2023,2024,"28225","282251"," í©óàés"
"1397","28226-1410",2022,2023,2024,"28226","282260"," íWòHés"
"1398","28227-1408",2022,2023,2024,"28227","282278"," é≥àæés"
"1399","28228-1407",2022,2023,2024,"28228","282286"," â¡ìåés"
"1400","28229-1408",2022,2023,2024,"28229","282294"," ÇΩÇ¬ÇÃés"
"1401","28301-1401",2022,2023,2024,"28301","283011"," íññºêÏí¨"
"1402","28365-1407",2022,2023,2024,"28365","283657"," ëΩâ¬í¨"
"1403","28381-1420",2022,2023,2024,"28381","283819"," àÓî¸í¨"
"1404","28382-1420",2022,2023,2024,"28382","283827"," îdñÅí¨"
"1405","28442-1406",2022,2023,2024,"28442","284424"," ésêÏí¨"
"1406","28443-1406",2022,2023,2024,"28443","284432"," ïüçËí¨"
"1407","28446-1406",2022,2023,2024,"28446","284467"," ê_âÕí¨"
"1408","28464-1408",2022,2023,2024,"28464","284645"," ëæéqí¨"
"1409","28481-1408",2022,2023,2024,"28481","284815"," è„åSí¨"
"1410","28501-1408",2022,2023,2024,"28501","285013"," ç≤ópí¨"
"1411","28585-1409",2022,2023,2024,"28585","285854"," çÅî¸í¨"
"1412","28586-1409",2022,2023,2024,"28586","285862"," êVâ∑êÚí¨"
"1413","28624-1437",2022,NA,NA,"28624",NA,NA
"1414","29201-1500",2022,2023,2024,"29201","292010"," ìﬁó«és"
"1415","29202-1501",2022,2023,2024,"29202","292028"," ëÂòaçÇìcés"
"1416","29203-1500",2022,2023,2024,"29203","292036"," ëÂòaåSéRés"
"1417","29204-1500",2022,2023,2024,"29204","292044"," ìVóùés"
"1418","29205-1512",2022,2023,NA,"29205","292052"," äÄå¥és"
"1419","29206-1510",2022,2023,2024,"29206","292061"," ç˜à‰és"
"1420","29207-1503",2022,2023,2024,"29207","292079"," å‹ûäés"
"1421","29208-1501",2022,2023,2024,"29208","292087"," å‰èäés"
"1422","29209-1500",2022,2023,2024,"29209","292095"," ê∂ãÓés"
"1423","29210-1501",2022,2023,2024,"29210","292109"," çÅé≈és"
"1424","29211-1501",2022,2023,2024,"29211","292117"," äãèÈés"
"1425","29212-1510",2022,2023,2024,"29212","292125"," âFë…és"
"1426","29322-1500",2022,2023,2024,"29322","293229"," éRìYë∫"
"1427","29342-1500",2022,2023,2024,"29342","293423"," ïΩåQí¨"
"1428","29343-1500",2022,2023,2024,"29343","293431"," éOãΩí¨"
"1429","29344-1500",2022,2023,2024,"29344","293440"," î¡îµí¨"
"1430","29345-1500",2022,2023,2024,"29345","293458"," à¿ìgí¨"
"1431","29361-1512",2022,2023,NA,"29361","293610"," êÏêºí¨"
"1432","29362-1512",2022,2023,NA,"29362","293628"," éOëÓí¨"
"1433","29363-1512",2022,2023,NA,"29363","293636"," ìcå¥ñ{í¨"
"1434","29382-1510",2022,NA,NA,"29382",NA,NA
"1435","29385-1510",2022,2023,2024,"29385","293857"," ë]é¢ë∫"
"1436","29386-1510",2022,2023,2024,"29386","293865"," å‰èÒë∫"
"1437","29401-1512",2022,2023,NA,"29401","294012"," çÇéÊí¨"
"1438","29402-1512",2022,2023,NA,"29402","294021"," ñæì˙çÅë∫"
"1439","29424-1501",2022,2023,2024,"29424","294241"," è„ñqí¨"
"1440","29425-1501",2022,2023,2024,"29425","294250"," â§éõí¨"
"1441","29426-1501",2022,2023,2024,"29426","294268"," çLóÀí¨"
"1442","29427-1501",2022,2023,2024,"29427","294276"," âÕçáí¨"
"1443","29441-1503",2022,2023,2024,"29441","294411"," ãgñÏí¨"
"1444","29442-1503",2022,2023,2024,"29442","294420"," ëÂóÑí¨"
"1445","29443-1503",2022,2023,2024,"29443","294438"," â∫ésí¨"
"1446","29444-1503",2022,2023,2024,"29444","294446"," çïëÍë∫"
"1447","29446-1503",2022,2023,2024,"29446","294462"," ìVêÏë∫"
"1448","29447-1503",2022,2023,2024,"29447","294471"," ñÏîóêÏë∫"
"1449","29449-1503",2022,2023,2024,"29449","294497"," è\í√êÏë∫"
"1450","29450-1503",2022,2023,2024,"29450","294501"," â∫ñkéRë∫"
"1451","29451-1503",2022,2023,2024,"29451","294519"," è„ñkéRë∫"
"1452","29452-1503",2022,2023,2024,"29452","294527"," êÏè„ë∫"
"1453","29453-1510",2022,2023,2024,"29453","294535"," ìåãgñÏë∫"
"1454","30201-1700",2022,2023,2024,"30201","302015"," òaâÃéRés"
"1455","30202-1700",2022,2023,2024,"30202","302023"," äCìÏés"
"1456","30203-1716",2022,2023,2024,"30203","302031"," ã¥ñ{és"
"1457","30204-1700",2022,2023,2024,"30204","302040"," óLìcés"
"1458","30205-1703",2022,2023,2024,"30205","302058"," å‰ñVés"
"1459","30206-1702",2022,2023,2024,"30206","302066"," ìcï”és"
"1460","30207-1704",2022,2023,2024,"30207","302074"," êVã{és"
"1461","30208-1700",2022,2023,2024,"30208","302082"," ãIÇÃêÏés"
"1462","30209-1700",2022,2023,2024,"30209","302091"," ä‚èoés"
"1463","30304-1700",2022,2023,2024,"30304","303046"," ãIî¸ñÏí¨"
"1464","30341-1716",2022,2023,2024,"30341","303411"," Ç©Ç¬ÇÁÇ¨í¨"
"1465","30343-1716",2022,2023,2024,"30343","303437"," ã„ìxéRí¨"
"1466","30344-1716",2022,2023,2024,"30344","303445"," çÇñÏí¨"
"1467","30361-1700",2022,2023,2024,"30361","303615"," ìíêÛí¨"
"1468","30362-1700",2022,2023,2024,"30362","303623"," çLêÏí¨"
"1469","30366-1700",2022,2023,2024,"30366","303666"," óLìcêÏí¨"
"1470","30381-1703",2022,2023,2024,"30381","303810"," î¸ïlí¨"
"1471","30382-1703",2022,2023,2024,"30382","303828"," ì˙çÇí¨"
"1472","30383-1703",2022,2023,2024,"30383","303836"," óRó«í¨"
"1473","30390-1703",2022,2023,2024,"30390","303909"," àÛìÏí¨"
"1474","30391-1702",2022,2023,2024,"30391","303917"," Ç›Ç»Ç◊í¨"
"1475","30392-1703",2022,2023,2024,"30392","303925"," ì˙çÇêÏí¨"
"1476","30401-1702",2022,2023,2024,"30401","304018"," îíïlí¨"
"1477","30403-1702",2022,2023,2024,"30403",NA,NA
"1478","30404-1702",2022,2023,2024,"30404","304042"," è„ïxìcí¨"
"1479","30406-1702",2022,2023,2024,"30406","304069"," Ç∑Ç≥Ç›í¨"
"1480","30421-1704",2022,2023,2024,"30421","304212"," ìﬂíqèüâYí¨"
"1481","30422-1704",2022,2023,2024,"30422","304221"," ëæíní¨"
"1482","30424-1704",2022,2023,2024,"30424","304247"," å√ç¿êÏí¨"
"1483","30427-1704",2022,2023,2024,"30427","304271"," ñkéRë∫"
"1484","30428-1704",2022,2023,2024,"30428","304280"," ã¯ñ{í¨"
"1485","31201-2700",2022,2023,2024,"31201","312011"," íπéÊés"
"1486","31202-2702",2022,2023,2024,"31202","312029"," ïƒéqés"
"1487","31203-2701",2022,2023,2024,"31203","312037"," ëqãgés"
"1488","31204-2702",2022,2023,2024,"31204","312045"," ã´ç`és"
"1489","31302-2700",2022,2023,2024,"31302","313025"," ä‚î¸í¨"
"1490","31325-2700",2022,2023,2024,"31325","313254"," é·ç˜í¨"
"1491","31328-2700",2022,2023,2024,"31328","313289"," íqì™í¨"
"1492","31329-2700",2022,2023,2024,"31329","313297"," î™ì™í¨"
"1493","31364-2701",2022,2023,2024,"31364","313645"," éOí©í¨"
"1494","31368-2701",2022,2023,2024,"31368",NA,NA
"1495","31370-2701",2022,2023,2024,"31370","313700"," ìíóúïlí¨"
"1496","31371-2701",2022,2023,2024,"31371","313718"," ã’âYí¨"
"1497","31372-2701",2022,2023,2024,"31372","313726"," ñkâhí¨"
"1498","31381-2702",2022,NA,NA,"31381",NA,NA
"1499","31384-2702",2022,2023,2024,"31384","313840"," ì˙ãgí√ë∫"
"1500","31386-2702",2022,2023,2024,"31386","313866"," ëÂéRí¨"
"1501","31389-2702",2022,2023,2024,"31389","313891"," ìÏïîí¨"
"1502","31390-2702",2022,2023,2024,"31390","313904"," îå„Àí¨"
"1503","31401-2702",2022,2023,2024,"31401","314013"," ì˙ìÏí¨"
"1504","31402-2702",2022,2023,2024,"31402","314021"," ì˙ñÏí¨"
"1505","31403-2702",2022,2023,2024,"31403","314030"," ç]ï{í¨"
"1506","32201-2800",2022,2023,2024,"32201","322016"," èºç]és"
"1507","32202-2803",2022,2023,2024,"32202","322024"," ïlìcés"
"1508","32203-2802",2022,2023,2024,"32203","322032"," èoâ_és"
"1509","32204-2804",2022,2023,2024,"32204","322041"," âvìcés"
